title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
Faust,Johann Wolfgang von Goethe,3.73,Fiction,1998.0,3394.0,3.889412623604663,Title: Faust. Author(s): Johann Wolfgang von Goethe. Category: Fiction. Published: 1998. 
La Dame Aux Camélias,Alexandre Dumas;David Coward,3.99,Fiction,1986.0,14702.0,3.9362500338612283,Title: La Dame Aux Camélias. Author(s): Alexandre Dumas;David Coward. Category: Fiction. Published: 1986. 
First Love and Other Stories,Ivan Sergeevich Turgenev,4.12,Fiction,1999.0,1113.0,3.916419645260729,Title: First Love and Other Stories. Author(s): Ivan Sergeevich Turgenev. Category: Fiction. Published: 1999. 
The Confidence-man,Herman Melville,3.66,Literary Criticism,1999.0,1812.0,3.8935584516916926,Title: The Confidence-man. Author(s): Herman Melville. Category: Literary Criticism. Published: 1999. 
The Eclogues ; The Georgics,Virgil,3.82,Agriculture,1999.0,237.0,3.9077164732620266,Title: The Eclogues ; The Georgics. Author(s): Virgil. Category: Agriculture. Published: 1999. 
Scenes of Clerical Life,George Eliot,3.78,Fiction,2000.0,2276.0,3.898924969552467,Title: Scenes of Clerical Life. Author(s): George Eliot. Category: Fiction. Published: 2000. 
Jacques the Fatalist and His Master,Denis Diderot,3.84,Fiction,1999.0,4708.0,3.898721370370072,Title: Jacques the Fatalist and His Master. Author(s): Denis Diderot. Category: Fiction. Published: 1999. 
The Notebooks of Leonardo Da Vinci,Leonardo Da Vinci;Leonardo (da Vinci),3.92,Art,1952.0,67.0,3.9084750375663027,Title: The Notebooks of Leonardo Da Vinci. Author(s): Leonardo Da Vinci;Leonardo (da Vinci). Category: Art. Published: 1952. 
Eugene Onegin,Alexander Pushkin;James E. Falen,4.09,Fiction,1998.0,39511.0,4.0140395324059535,Title: Eugene Onegin. Author(s): Alexander Pushkin;James E. Falen. Category: Fiction. Published: 1998. 
The Admirable Crichton ; Peter Pan ; When Wendy Grew Up ; What Every Woman Knows ; Mary Rose,James Matthew Barrie,3.99,Drama,1999.0,332.0,3.9093894437315777,Title: The Admirable Crichton ; Peter Pan ; When Wendy Grew Up ; What Every Woman Knows ; Mary Rose. Author(s): James Matthew Barrie. Category: Drama. Published: 1999. 
La chartreuse de Parme,Jm Stendhal,3.82,Fiction,1999.0,51.0,3.908289453343319,Title: La chartreuse de Parme. Author(s): Jm Stendhal. Category: Fiction. Published: 1999. 
Mrs Dalloway,Virginia Woolf,3.79,First loves,2000.0,304.0,3.9071944279774358,Title: Mrs Dalloway. Author(s): Virginia Woolf. Category: First loves. Published: 2000. 
Dubliners,James Joyce,3.85,Fiction,2000.0,85800.0,3.8645441933113447,Title: Dubliners. Author(s): James Joyce. Category: Fiction. Published: 2000. 
"Evelina, Or, The History of a Young Lady's Entrance Into the World",Fanny Burney,3.66,Fiction,2002.0,11701.0,3.835995982750621,"Title: Evelina, Or, The History of a Young Lady's Entrance Into the World. Author(s): Fanny Burney. Category: Fiction. Published: 2002. "
Aesop's Fables,Laura Gibbs,4.05,Fiction,2002.0,95008.0,4.017403814671785,Title: Aesop's Fables. Author(s): Laura Gibbs. Category: Fiction. Published: 2002. 
A Memoir of Jane Austen,James Edward Austen-Leigh,3.83,Biography & Autobiography,2002.0,880.0,3.9060920306271285,Title: A Memoir of Jane Austen. Author(s): James Edward Austen-Leigh. Category: Biography & Autobiography. Published: 2002. 
Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,3.56,Philosophy,2004.0,181.0,3.906242997940142,Title: Presocratic Philosophy: A Very Short Introduction. Author(s): Catherine Osborne. Category: Philosophy. Published: 2004. 
Augustine: A Very Short Introduction,Henry Chadwick,3.74,Biography & Autobiography,2001.0,219.0,3.907159917125625,Title: Augustine: A Very Short Introduction. Author(s): Henry Chadwick. Category: Biography & Autobiography. Published: 2001. 
The Origins of Life,John Maynard Smith;Eörs Szathmáry,4.11,Science,2000.0,41.0,3.908738185603034,Title: The Origins of Life. Author(s): John Maynard Smith;Eörs Szathmáry. Category: Science. Published: 2000. 
Augustine,Henry Chadwick,3.74,History,1986.0,12.0,3.9083767842294814,Title: Augustine. Author(s): Henry Chadwick. Category: History. Published: 1986. 
The Hound of the Baskervilles,Sir Arthur Conan Doyle,3.92,Fiction,2000.0,131.0,3.9085008688776157,Title: The Hound of the Baskervilles. Author(s): Sir Arthur Conan Doyle. Category: Fiction. Published: 2000. 
Growing Old in America,David Hackett Fischer,4.2,Religion,1978.0,15.0,3.9086016516498465,Title: Growing Old in America. Author(s): David Hackett Fischer. Category: Religion. Published: 1978. 
Alcestis,Euripides,3.83,Medical,1989.0,1824.0,3.903717252070558,Title: Alcestis. Author(s): Euripides. Category: Medical. Published: 1989. 
Albion's Seed,David Hackett Fischer,4.31,Fiction,1989.0,2163.0,3.9368447156343667,Title: Albion's Seed. Author(s): David Hackett Fischer. Category: Fiction. Published: 1989. 
Inferno,Dante Alighieri,4.0,Literary Criticism,1997.0,449.0,3.90987161476978,Title: Inferno. Author(s): Dante Alighieri. Category: Literary Criticism. Published: 1997. 
Paul Revere's Ride,David Hackett Fischer,4.11,Art,1995.0,3651.0,3.9313903677162783,Title: Paul Revere's Ride. Author(s): David Hackett Fischer. Category: Art. Published: 1995. 
Justice Oliver Wendell Holmes,G. Edward White,3.67,Literary Criticism,1995.0,17.0,3.908305340651995,Title: Justice Oliver Wendell Holmes. Author(s): G. Edward White. Category: Literary Criticism. Published: 1995. 
Notebooks of the Mind,Vera John-Steiner,3.81,Psychology,1997.0,17.0,3.9083890244257815,Title: Notebooks of the Mind. Author(s): Vera John-Steiner. Category: Psychology. Published: 1997. 
Masters of Small Worlds,Stephanie McCurry,3.71,History,1997.0,96.0,3.907779869502128,Title: Masters of Small Worlds. Author(s): Stephanie McCurry. Category: History. Published: 1997. 
Ride of the Second Horseman,Robert L. O'Connell,4.23,History,1997.0,12.0,3.9085835687304904,Title: Ride of the Second Horseman. Author(s): Robert L. O'Connell. Category: History. Published: 1997. 
The Great Wave,David Hackett Fischer,3.96,Business & Economics,1999.0,194.0,3.9087973474277535,Title: The Great Wave. Author(s): David Hackett Fischer. Category: Business & Economics. Published: 1999. 
Bakkhai,Euripides;Reginald Gibbons;Charles Segal,3.86,Drama,2001.0,146.0,3.9082002845799697,Title: Bakkhai. Author(s): Euripides;Reginald Gibbons;Charles Segal. Category: Drama. Published: 2001. 
Manic-Depressive Illness,Frederick K. Goodwin;Kay Redfield Jamison,4.39,Medical,2007.0,103.0,3.9101866064515325,Title: Manic-Depressive Illness. Author(s): Frederick K. Goodwin;Kay Redfield Jamison. Category: Medical. Published: 2007. 
The Oresteia,Aeschylus,4.01,Drama,2003.0,76.0,3.908718682157484,Title: The Oresteia. Author(s): Aeschylus. Category: Drama. Published: 2003. 
El Libertador,Simón Bolívar,3.85,Literary Collections,2003.0,7.0,3.9084334800171296,Title: El Libertador. Author(s): Simón Bolívar. Category: Literary Collections. Published: 2003. 
Medea,Eurípides;Michael Collier;Georgia Machemer,3.85,Drama,2006.0,339.0,3.9077589912621686,Title: Medea. Author(s): Eurípides;Michael Collier;Georgia Machemer. Category: Drama. Published: 2006. 
Philosophy of Mind,David John Chalmers,4.07,Philosophy,2002.0,414.0,3.9107671707670937,Title: Philosophy of Mind. Author(s): David John Chalmers. Category: Philosophy. Published: 2002. 
Norse Mythology,John Lindow,4.1,Fiction,2001.0,1062.0,3.915347161994716,Title: Norse Mythology. Author(s): John Lindow. Category: Fiction. Published: 2001. 
Battle Cry of Freedom,James M. McPherson,4.34,History,2005.0,22318.0,4.098260931118948,Title: Battle Cry of Freedom. Author(s): James M. McPherson. Category: History. Published: 2005. 
Introduction to Philosophy,John Perry;Michael Bratman;John Martin Fischer,3.76,Philosophy,2007.0,12.0,3.908385224413196,Title: Introduction to Philosophy. Author(s): John Perry;Michael Bratman;John Martin Fischer. Category: Philosophy. Published: 2007. 
Strategies of Containment,John Lewis Gaddis,4.01,History,2005.0,523.0,3.910282702176402,Title: Strategies of Containment. Author(s): John Lewis Gaddis. Category: History. Published: 2005. 
The Faiths of the Founding Fathers,David L. Holmes,3.86,Biography & Autobiography,2006.0,450.0,3.9076927971863027,Title: The Faiths of the Founding Fathers. Author(s): David L. Holmes. Category: Biography & Autobiography. Published: 2006. 
Acts of God,Ted Steinberg,3.74,History,2006.0,99.0,3.9078631956034204,Title: Acts of God. Author(s): Ted Steinberg. Category: History. Published: 2006. 
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,Mathematics,2007.0,19.0,3.9086760333262665,Title: The Oxford Handbook of Philosophy of Mathematics and Logic. Author(s): Stewart Shapiro. Category: Mathematics. Published: 2007. 
Aristophanes' Peace,Aristophanes;S. Douglas Olson,3.58,Drama,1998.0,243.0,3.9056636762997443,Title: Aristophanes' Peace. Author(s): Aristophanes;S. Douglas Olson. Category: Drama. Published: 1998. 
Lysistrata,Aristophanes;Jeffrey Henderson,3.85,Literary Criticism,1990.0,76.0,3.908292006508172,Title: Lysistrata. Author(s): Aristophanes;Jeffrey Henderson. Category: Literary Criticism. Published: 1990. 
A Midsummer Night's Dream,William Shakespeare,3.94,Juvenile Nonfiction,2001.0,14.0,3.9084634041888147,Title: A Midsummer Night's Dream. Author(s): William Shakespeare. Category: Juvenile Nonfiction. Published: 2001. 
Julius Caesar,William Shakespeare,3.67,Juvenile Nonfiction,2001.0,133575.0,3.7118368280815055,Title: Julius Caesar. Author(s): William Shakespeare. Category: Juvenile Nonfiction. Published: 2001. 
King Lear,William Shakespeare,3.9,Juvenile Nonfiction,2002.0,268.0,3.908368961092139,Title: King Lear. Author(s): William Shakespeare. Category: Juvenile Nonfiction. Published: 2002. 
Macbeth,William Shakespeare,3.89,Juvenile Nonfiction,2004.0,150.0,3.9083510261389613,Title: Macbeth. Author(s): William Shakespeare. Category: Juvenile Nonfiction. Published: 2004. 
Much Ado about Nothing,William Shakespeare,4.06,Juvenile Nonfiction,2004.0,37.0,3.9086448964272815,Title: Much Ado about Nothing. Author(s): William Shakespeare. Category: Juvenile Nonfiction. Published: 2004. 
The Oxford Dictionary of Quotations,Oxford University Press;TME.,4.17,Reference,1999.0,37.0,3.9087879021475103,Title: The Oxford Dictionary of Quotations. Author(s): Oxford University Press;TME.. Category: Reference. Published: 1999. 
The Canterbury Tales,Helen Cooper,4.01,Literary Criticism,1996.0,83.0,3.908743552685677,Title: The Canterbury Tales. Author(s): Helen Cooper. Category: Literary Criticism. Published: 1996. 
"Medieval Philosophy : A New History of Western Philosophy, Volume 2",Anthony Kenny,3.85,Philosophy,2005.0,128.0,3.9081858406340495,"Title: Medieval Philosophy : A New History of Western Philosophy, Volume 2. Author(s): Anthony Kenny. Category: Philosophy. Published: 2005. "
Contemporary Political Philosophy,Will Kymlicka,3.98,Philosophy,2002.0,575.0,3.9098666550664523,Title: Contemporary Political Philosophy. Author(s): Will Kymlicka. Category: Philosophy. Published: 2002. 
Clouds,Aristophanes,3.76,Drama,1970.0,13.0,3.908380006269394,Title: Clouds. Author(s): Aristophanes. Category: Drama. Published: 1970. 
The Major Works,Alexander Pope,3.88,Poetry,2006.0,207.0,3.9082421904786173,Title: The Major Works. Author(s): Alexander Pope. Category: Poetry. Published: 2006. 
"Power, Sex, Suicide",Nick Lane,4.24,Science,2006.0,2110.0,3.931359665490217,"Title: Power, Sex, Suicide. Author(s): Nick Lane. Category: Science. Published: 2006. "
The Oxford Companion to Philosophy,Ted Honderich,4.14,Philosophy,2005.0,49.0,3.9088463638568927,Title: The Oxford Companion to Philosophy. Author(s): Ted Honderich. Category: Philosophy. Published: 2005. 
The Church in Ancient Society,Henry Chadwick,4.21,Religion,2003.0,14.0,3.9085963277331612,Title: The Church in Ancient Society. Author(s): Henry Chadwick. Category: Religion. Published: 2003. 
William Shakespeare: The Complete Works,William Shakespeare,4.62,Drama,2005.0,488.0,3.9204582694120313,Title: William Shakespeare: The Complete Works. Author(s): William Shakespeare. Category: Drama. Published: 2005. 
East and West: The Making of a Rift in the Church,Henry Chadwick,3.88,Religion,2005.0,4.0,3.908443867897838,Title: East and West: The Making of a Rift in the Church. Author(s): Henry Chadwick. Category: Religion. Published: 2005. 
An Introduction to Political Philosophy,Jonathan Wolff,4.11,Philosophy,2006.0,703.0,3.913312569019137,Title: An Introduction to Political Philosophy. Author(s): Jonathan Wolff. Category: Philosophy. Published: 2006. 
"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",Francis Weston Sears;Gerhard Ludwig Salinger,4.32,Kinetic theory of gases,1975.0,38.0,3.9089973511590785,"Title: Thermodynamics, Kinetic Theory, and Statistical Thermodynamics. Author(s): Francis Weston Sears;Gerhard Ludwig Salinger. Category: Kinetic theory of gases. Published: 1975. "
Six Easy Pieces,Richard P. Feynman,4.2,Science,1996.0,160.0,3.91007987889051,Title: Six Easy Pieces. Author(s): Richard P. Feynman. Category: Science. Published: 1996. 
Robin Williams Web Design Workshop,John Tollett;Robin Williams;David Rohr,3.78,Computers,2002.0,51.0,3.90821781004267,Title: Robin Williams Web Design Workshop. Author(s): John Tollett;Robin Williams;David Rohr. Category: Computers. Published: 2002. 
The Actor in You,Robert L. Benedetti,3.7,Performing Arts,2005.0,5.0,3.9084112088713754,Title: The Actor in You. Author(s): Robert L. Benedetti. Category: Performing Arts. Published: 2005. 
It's Not about the Bike,Lance Armstrong;Sally Jenkins,3.72,Cancer,2001.0,473.0,3.9053632013080866,Title: It's Not about the Bike. Author(s): Lance Armstrong;Sally Jenkins. Category: Cancer. Published: 2001. 
Non-Fiction,Chuck Palahniuk,3.57,Curiosities and wonders,2004.0,212.0,3.9059421977789377,Title: Non-Fiction. Author(s): Chuck Palahniuk. Category: Curiosities and wonders. Published: 2004. 
Every Second Counts,Lance Armstrong;Sally Jenkins,3.52,Cancer,2004.0,270.0,3.9047926425686392,Title: Every Second Counts. Author(s): Lance Armstrong;Sally Jenkins. Category: Cancer. Published: 2004. 
Quimby the Mouse,Chris Ware,4.09,Graphic novels,2003.0,1396.0,3.916947262865081,Title: Quimby the Mouse. Author(s): Chris Ware. Category: Graphic novels. Published: 2003. 
The Crescent Obscured,Robert Allison,3.6,History,2000.0,32.0,3.9081010005228882,Title: The Crescent Obscured. Author(s): Robert Allison. Category: History. Published: 2000. 
The Bridge on the Drina,Ivo Andríc,4.33,Fiction,1977.0,8401.0,4.00461941566676,Title: The Bridge on the Drina. Author(s): Ivo Andríc. Category: Fiction. Published: 1977. 
Love and Saint Augustine,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,3.92,Family & Relationships,1996.0,89.0,3.9084839301594743,Title: Love and Saint Augustine. Author(s): Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark. Category: Family & Relationships. Published: 1996. 
Plato's Symposium,Plato;Seth Benardete,4.03,Philosophy,2001.0,501.0,3.9105532771735625,Title: Plato's Symposium. Author(s): Plato;Seth Benardete. Category: Philosophy. Published: 2001. 
Philosophy in a Time of Terror,Jürgen Habermas;Giovanna Borradori;Jacques Derrida,3.89,History,2004.0,428.0,3.9081742033412246,Title: Philosophy in a Time of Terror. Author(s): Jürgen Habermas;Giovanna Borradori;Jacques Derrida. Category: History. Published: 2004. 
"A Preface to Democratic Theory, Expanded Edition",Robert A. Dahl,3.62,Political Science,2006.0,88.0,3.9075575808371035,"Title: A Preface to Democratic Theory, Expanded Edition. Author(s): Robert A. Dahl. Category: Political Science. Published: 2006. "
Lost Prophet,John D'Emilio,4.19,Biography & Autobiography,2004.0,568.0,3.9139640448643043,Title: Lost Prophet. Author(s): John D'Emilio. Category: Biography & Autobiography. Published: 2004. 
The Work of Mourning,Jacques Derrida,4.22,Literary Criticism,2003.0,163.0,3.910224344803088,Title: The Work of Mourning. Author(s): Jacques Derrida. Category: Literary Criticism. Published: 2003. 
"History of Religious Ideas, Volume 3",Mircea Eliade,4.43,Religion,1988.0,406.0,3.9157928090865224,"Title: History of Religious Ideas, Volume 3. Author(s): Mircea Eliade. Category: Religion. Published: 1988. "
Bengal Nights,Mircea Eliade,3.93,Fiction,1995.0,245.0,3.908632055164536,Title: Bengal Nights. Author(s): Mircea Eliade. Category: Fiction. Published: 1995. 
The Complete Tales of Nikolai Gogol,Nikolai Gogol;Николай Васильевич Гоголь,4.32,Fiction,1985.0,299.0,3.912732125807001,Title: The Complete Tales of Nikolai Gogol. Author(s): Nikolai Gogol;Николай Васильевич Гоголь. Category: Fiction. Published: 1985. 
"Love, Sex & Tragedy",Simon Goldhill,3.76,History,2005.0,120.0,3.907823777485478,"Title: Love, Sex & Tragedy. Author(s): Simon Goldhill. Category: History. Published: 2005. "
Complete Greek Tragedies,David Grene;Richmond Lattimore,4.11,Uncategorized,1942.0,75.0,3.9089783008968575,Title: Complete Greek Tragedies. Author(s): David Grene;Richmond Lattimore. Category: Uncategorized. Published: 1942. 
Greek tragedies,Sophocles;Aeschylus;Euripides,4.14,Drama,1992.0,33.0,3.908716394564281,Title: Greek tragedies. Author(s): Sophocles;Aeschylus;Euripides. Category: Drama. Published: 1992. 
The Complete Greek Tragedies: Euripides,Aeschylus;Sophocles;Euripides,4.48,Drama,1992.0,46.0,3.9093713675131543,Title: The Complete Greek Tragedies: Euripides. Author(s): Aeschylus;Sophocles;Euripides. Category: Drama. Published: 1992. 
Greek Tragedies,David Grene;Richmond Lattimore,4.28,Literary Criticism,1960.0,315.0,3.9125204329496075,Title: Greek Tragedies. Author(s): David Grene;Richmond Lattimore. Category: Literary Criticism. Published: 1960. 
Oresteia,Esquilo;Aeschylus,4.01,Erinyes (Greek mythology),1953.0,688.0,3.9108478881221442,Title: Oresteia. Author(s): Esquilo;Aeschylus. Category: Erinyes (Greek mythology). Published: 1953. 
